time,x_ref,y_ref,yaw_ref,x,y,yaw,v,w,x_next,y_next,yaw_next
28.83,-0.548251,-2.94948,349.47,-0.552986,-2.94913,349.425,0.471322,0.15708,-0.548353,-2.95,349.515
28.84,-0.543617,-2.95034,349.56,-0.548353,-2.95,349.515,0.471322,0.15708,-0.543718,-2.95085,349.605
28.85,-0.538982,-2.95119,349.65,-0.543718,-2.95085,349.605,0.471322,0.15708,-0.539082,-2.9517,349.695
28.86,-0.534346,-2.95203,349.74,-0.539082,-2.9517,349.695,0.471322,0.15708,-0.534445,-2.95255,349.785
28.87,-0.529708,-2.95286,349.83,-0.534445,-2.95255,349.785,0.471322,0.15708,-0.529807,-2.95338,349.875
28.88,-0.525069,-2.95369,349.92,-0.529807,-2.95338,349.875,0.471322,0.15708,-0.525167,-2.95421,349.965
28.89,-0.520429,-2.95451,350.01,-0.525167,-2.95421,349.965,0.471322,0.15708,-0.520526,-2.95503,350.055
28.9,-0.515787,-2.95533,350.1,-0.520526,-2.95503,350.055,0.471322,0.15708,-0.515883,-2.95585,350.145
28.91,-0.511144,-2.95613,350.19,-0.515883,-2.95585,350.145,0.471322,0.15708,-0.51124,-2.95665,350.235
28.92,-0.5065,-2.95693,350.28,-0.51124,-2.95665,350.235,0.471322,0.15708,-0.506595,-2.95745,350.325
28.93,-0.501855,-2.95773,350.37,-0.506595,-2.95745,350.325,0.471322,0.15708,-0.501949,-2.95824,350.415
28.94,-0.497208,-2.95851,350.46,-0.501949,-2.95824,350.415,0.471322,0.15708,-0.497301,-2.95903,350.505
28.95,-0.492561,-2.95929,350.55,-0.497301,-2.95903,350.505,0.471322,0.15708,-0.492653,-2.95981,350.595
28.96,-0.487911,-2.96006,350.64,-0.492653,-2.95981,350.595,0.471322,0.15708,-0.488003,-2.96058,350.685
28.97,-0.483261,-2.96082,350.73,-0.488003,-2.96058,350.685,0.471322,0.15708,-0.483352,-2.96134,350.775
28.98,-0.47861,-2.96158,350.82,-0.483352,-2.96134,350.775,0.471322,0.15708,-0.478699,-2.9621,350.865
28.99,-0.473957,-2.96232,350.91,-0.478699,-2.9621,350.865,0.471322,0.15708,-0.474046,-2.96284,350.955
29,-0.469303,-2.96307,351,-0.474046,-2.96284,350.955,0.471322,0.15708,-0.469391,-2.96358,351.045
29.01,-0.464648,-2.9638,351.09,-0.469391,-2.96358,351.045,0.471322,0.15708,-0.464736,-2.96432,351.135
29.02,-0.459992,-2.96452,351.18,-0.464736,-2.96432,351.135,0.471322,0.15708,-0.460079,-2.96504,351.225
29.03,-0.455335,-2.96524,351.27,-0.460079,-2.96504,351.225,0.471322,0.15708,-0.455421,-2.96576,351.315
29.04,-0.450677,-2.96596,351.36,-0.455421,-2.96576,351.315,0.471322,0.15708,-0.450762,-2.96648,351.405
29.05,-0.446017,-2.96666,351.45,-0.450762,-2.96648,351.405,0.471322,0.15708,-0.446101,-2.96718,351.495
29.06,-0.441357,-2.96736,351.54,-0.446101,-2.96718,351.495,0.471322,0.15708,-0.44144,-2.96788,351.585
29.07,-0.436695,-2.96805,351.63,-0.44144,-2.96788,351.585,0.471322,0.15708,-0.436777,-2.96857,351.675
29.08,-0.432032,-2.96873,351.72,-0.436777,-2.96857,351.675,0.471322,0.15708,-0.432114,-2.96925,351.765
29.09,-0.427369,-2.9694,351.81,-0.432114,-2.96925,351.765,0.471322,0.15708,-0.427449,-2.96992,351.855
29.1,-0.422704,-2.97007,351.9,-0.427449,-2.96992,351.855,0.471322,0.15708,-0.422784,-2.97059,351.945
29.11,-0.418038,-2.97073,351.99,-0.422784,-2.97059,351.945,0.471322,0.15708,-0.418117,-2.97125,352.035
29.12,-0.413371,-2.97138,352.08,-0.418117,-2.97125,352.035,0.471322,0.15708,-0.413449,-2.97191,352.125
29.13,-0.408703,-2.97203,352.17,-0.413449,-2.97191,352.125,0.471322,0.15708,-0.40878,-2.97255,352.215
29.14,-0.404034,-2.97267,352.26,-0.40878,-2.97255,352.215,0.471322,0.15708,-0.404111,-2.97319,352.305
29.15,-0.399364,-2.9733,352.35,-0.404111,-2.97319,352.305,0.471322,0.15708,-0.39944,-2.97382,352.395
29.16,-0.394693,-2.97392,352.44,-0.39944,-2.97382,352.395,0.471322,0.15708,-0.394768,-2.97444,352.485
29.17,-0.390021,-2.97454,352.53,-0.394768,-2.97444,352.485,0.471322,0.15708,-0.390095,-2.97506,352.575
29.18,-0.385348,-2.97515,352.62,-0.390095,-2.97506,352.575,0.471322,0.15708,-0.385422,-2.97567,352.665
29.19,-0.380674,-2.97575,352.71,-0.385422,-2.97567,352.665,0.471322,0.15708,-0.380747,-2.97627,352.755
29.2,-0.376,-2.97634,352.8,-0.380747,-2.97627,352.755,0.471322,0.15708,-0.376071,-2.97687,352.845
29.21,-0.371324,-2.97693,352.89,-0.376071,-2.97687,352.845,0.471322,0.15708,-0.371395,-2.97745,352.935
29.22,-0.366647,-2.97751,352.98,-0.371395,-2.97745,352.935,0.471322,0.15708,-0.366717,-2.97803,353.025
29.23,-0.36197,-2.97808,353.07,-0.366717,-2.97803,353.025,0.471322,0.15708,-0.362039,-2.97861,353.115
29.24,-0.357291,-2.97865,353.16,-0.362039,-2.97861,353.115,0.471322,0.15708,-0.35736,-2.97917,353.205
29.25,-0.352612,-2.97921,353.25,-0.35736,-2.97917,353.205,0.471322,0.15708,-0.35268,-2.97973,353.295
29.26,-0.347932,-2.97976,353.34,-0.35268,-2.97973,353.295,0.471322,0.15708,-0.347999,-2.98028,353.385
29.27,-0.343251,-2.9803,353.43,-0.347999,-2.98028,353.385,0.471322,0.15708,-0.343317,-2.98082,353.475
29.28,-0.338569,-2.98083,353.52,-0.343317,-2.98082,353.475,0.471322,0.15708,-0.338634,-2.98136,353.565
29.29,-0.333886,-2.98136,353.61,-0.338634,-2.98136,353.565,0.471322,0.15708,-0.333951,-2.98189,353.655
29.3,-0.329203,-2.98188,353.7,-0.333951,-2.98189,353.655,0.471322,0.15708,-0.329266,-2.98241,353.745
29.31,-0.324519,-2.9824,353.79,-0.329266,-2.98241,353.745,0.471322,0.15708,-0.324581,-2.98292,353.835
29.32,-0.319833,-2.9829,353.88,-0.324581,-2.98292,353.835,0.471322,0.15708,-0.319895,-2.98343,353.925
29.33,-0.315148,-2.9834,353.97,-0.319895,-2.98343,353.925,0.471322,0.15708,-0.315209,-2.98392,354.015
29.34,-0.310461,-2.98389,354.06,-0.315209,-2.98392,354.015,0.471322,0.15708,-0.310521,-2.98442,354.105
29.35,-0.305773,-2.98438,354.15,-0.310521,-2.98442,354.105,0.471322,0.15708,-0.305833,-2.9849,354.195
29.36,-0.301085,-2.98485,354.24,-0.305833,-2.9849,354.195,0.471322,0.15708,-0.301144,-2.98538,354.285
29.37,-0.296396,-2.98532,354.33,-0.301144,-2.98538,354.285,0.471322,0.15708,-0.296454,-2.98585,354.375
29.38,-0.291706,-2.98578,354.42,-0.296454,-2.98585,354.375,0.471322,0.15708,-0.291763,-2.98631,354.465
29.39,-0.287016,-2.98624,354.51,-0.291763,-2.98631,354.465,0.471322,0.15708,-0.287072,-2.98676,354.555
29.4,-0.282325,-2.98669,354.6,-0.287072,-2.98676,354.555,0.471322,0.15708,-0.28238,-2.98721,354.645
29.41,-0.277633,-2.98713,354.69,-0.28238,-2.98721,354.645,0.471322,0.15708,-0.277688,-2.98765,354.735
29.42,-0.272941,-2.98756,354.78,-0.277688,-2.98765,354.735,0.471322,0.15708,-0.272994,-2.98808,354.825
29.43,-0.268247,-2.98798,354.87,-0.272994,-2.98808,354.825,0.471322,0.15708,-0.2683,-2.98851,354.915
29.44,-0.263554,-2.9884,354.96,-0.2683,-2.98851,354.915,0.471322,0.15708,-0.263606,-2.98893,355.005
29.45,-0.258859,-2.98881,355.05,-0.263606,-2.98893,355.005,0.471322,0.15708,-0.25891,-2.98934,355.095
29.46,-0.254164,-2.98921,355.14,-0.25891,-2.98934,355.095,0.471322,0.15708,-0.254214,-2.98974,355.185
29.47,-0.249468,-2.98961,355.23,-0.254214,-2.98974,355.185,0.471322,0.15708,-0.249518,-2.99013,355.275
29.48,-0.244772,-2.99,355.32,-0.249518,-2.99013,355.275,0.471322,0.15708,-0.24482,-2.99052,355.365
29.49,-0.240075,-2.99038,355.41,-0.24482,-2.99052,355.365,0.471322,0.15708,-0.240123,-2.9909,355.455
29.5,-0.235377,-2.99075,355.5,-0.240123,-2.9909,355.455,0.471322,0.15708,-0.235424,-2.99128,355.545
29.51,-0.230679,-2.99112,355.59,-0.235424,-2.99128,355.545,0.471322,0.15708,-0.230725,-2.99164,355.635
29.52,-0.22598,-2.99148,355.68,-0.230725,-2.99164,355.635,0.471322,0.15708,-0.226026,-2.992,355.725
29.53,-0.221281,-2.99183,355.77,-0.226026,-2.992,355.725,0.471322,0.15708,-0.221326,-2.99235,355.815
29.54,-0.216581,-2.99217,355.86,-0.221326,-2.99235,355.815,0.471322,0.15708,-0.216625,-2.9927,355.905
29.55,-0.211881,-2.99251,355.95,-0.216625,-2.9927,355.905,0.471322,0.15708,-0.211924,-2.99303,355.995
29.56,-0.20718,-2.99284,356.04,-0.211924,-2.99303,355.995,0.471322,0.15708,-0.207222,-2.99336,356.085
29.57,-0.202479,-2.99316,356.13,-0.207222,-2.99336,356.085,0.471322,0.15708,-0.20252,-2.99368,356.175
29.58,-0.197777,-2.99347,356.22,-0.20252,-2.99368,356.175,0.471322,0.15708,-0.197817,-2.994,356.265
29.59,-0.193074,-2.99378,356.31,-0.197817,-2.994,356.265,0.471322,0.15708,-0.193114,-2.99431,356.355
29.6,-0.188372,-2.99408,356.4,-0.193114,-2.99431,356.355,0.471322,0.15708,-0.18841,-2.99461,356.445
29.61,-0.183668,-2.99437,356.49,-0.18841,-2.99461,356.445,0.471322,0.15708,-0.183706,-2.9949,356.535
29.62,-0.178964,-2.99466,356.58,-0.183706,-2.9949,356.535,0.471322,0.15708,-0.179002,-2.99518,356.625
29.63,-0.17426,-2.99493,356.67,-0.179002,-2.99518,356.625,0.471322,0.15708,-0.174297,-2.99546,356.715
29.64,-0.169556,-2.9952,356.76,-0.174297,-2.99546,356.715,0.471322,0.15708,-0.169591,-2.99573,356.805
29.65,-0.164851,-2.99547,356.85,-0.169591,-2.99573,356.805,0.471322,0.15708,-0.164885,-2.99599,356.895
29.66,-0.160145,-2.99572,356.94,-0.164885,-2.99599,356.895,0.471322,0.15708,-0.160179,-2.99625,356.985
29.67,-0.155439,-2.99597,357.03,-0.160179,-2.99625,356.985,0.471322,0.15708,-0.155472,-2.9965,357.075
29.68,-0.150733,-2.99621,357.12,-0.155472,-2.9965,357.075,0.471322,0.15708,-0.150765,-2.99674,357.165
29.69,-0.146026,-2.99644,357.21,-0.150765,-2.99674,357.165,0.471322,0.15708,-0.146058,-2.99697,357.255
29.7,-0.141319,-2.99667,357.3,-0.146058,-2.99697,357.255,0.471322,0.15708,-0.14135,-2.9972,357.345
29.71,-0.136612,-2.99689,357.39,-0.14135,-2.9972,357.345,0.471322,0.15708,-0.136642,-2.99741,357.435
29.72,-0.131904,-2.9971,357.48,-0.136642,-2.99741,357.435,0.471322,0.15708,-0.131933,-2.99762,357.525
29.73,-0.127196,-2.9973,357.57,-0.131933,-2.99762,357.525,0.471322,0.15708,-0.127224,-2.99783,357.615
29.74,-0.122488,-2.9975,357.66,-0.127224,-2.99783,357.615,0.471322,0.15708,-0.122515,-2.99802,357.705
29.75,-0.117779,-2.99769,357.75,-0.122515,-2.99802,357.705,0.471322,0.15708,-0.117806,-2.99821,357.795
29.76,-0.113071,-2.99787,357.84,-0.117806,-2.99821,357.795,0.471322,0.15708,-0.113096,-2.99839,357.885
29.77,-0.108361,-2.99804,357.93,-0.113096,-2.99839,357.885,0.471322,0.15708,-0.108386,-2.99857,357.975
29.78,-0.103652,-2.99821,358.02,-0.108386,-2.99857,357.975,0.471322,0.15708,-0.103676,-2.99874,358.065
29.79,-0.0989422,-2.99837,358.11,-0.103676,-2.99874,358.065,0.471322,0.15708,-0.0989653,-2.99889,358.155
29.8,-0.0942323,-2.99852,358.2,-0.0989653,-2.99889,358.155,0.471322,0.15708,-0.0942545,-2.99905,358.245
29.81,-0.0895221,-2.99866,358.29,-0.0942545,-2.99905,358.245,0.471322,0.15708,-0.0895435,-2.99919,358.335
29.82,-0.0848117,-2.9988,358.38,-0.0895435,-2.99919,358.335,0.471322,0.15708,-0.0848323,-2.99933,358.425
29.83,-0.0801011,-2.99893,358.47,-0.0848323,-2.99933,358.425,0.471322,0.15708,-0.0801208,-2.99946,358.515
29.84,-0.0753903,-2.99905,358.56,-0.0801208,-2.99946,358.515,0.471322,0.15708,-0.0754092,-2.99958,358.605
29.85,-0.0706793,-2.99917,358.65,-0.0754092,-2.99958,358.605,0.471322,0.15708,-0.0706974,-2.99969,358.695
29.86,-0.0659681,-2.99927,358.74,-0.0706974,-2.99969,358.695,0.471322,0.15708,-0.0659854,-2.9998,358.785
29.87,-0.0612568,-2.99937,358.83,-0.0659854,-2.9998,358.785,0.471322,0.15708,-0.0612732,-2.9999,358.875
29.88,-0.0565453,-2.99947,358.92,-0.0612732,-2.9999,358.875,0.471322,0.15708,-0.0565609,-2.99999,358.965
29.89,-0.0518337,-2.99955,359.01,-0.0565609,-2.99999,358.965,0.471322,0.15708,-0.0518485,-3.00008,359.055
29.9,-0.047122,-2.99963,359.1,-0.0518485,-3.00008,359.055,0.471322,0.15708,-0.0471359,-3.00016,359.145
29.91,-0.0424101,-2.9997,359.19,-0.0471359,-3.00016,359.145,0.471322,0.15708,-0.0424232,-3.00023,359.235
29.92,-0.0376981,-2.99976,359.28,-0.0424232,-3.00023,359.235,0.471322,0.15708,-0.0377104,-3.00029,359.325
29.93,-0.0329861,-2.99982,359.37,-0.0377104,-3.00029,359.325,0.471322,0.15708,-0.0329975,-3.00035,359.415
29.94,-0.0282739,-2.99987,359.46,-0.0329975,-3.00035,359.415,0.471322,0.15708,-0.0282846,-3.00039,359.505
29.95,-0.0235617,-2.99991,359.55,-0.0282846,-3.00039,359.505,0.471322,0.15708,-0.0235715,-3.00043,359.595
29.96,-0.0188494,-2.99994,359.64,-0.0235715,-3.00043,359.595,0.471322,0.15708,-0.0188584,-3.00047,359.685
29.97,-0.0141371,-2.99997,359.73,-0.0188584,-3.00047,359.685,0.471322,0.15708,-0.0141453,-3.00049,359.775
29.98,-0.00942476,-2.99999,359.82,-0.0141453,-3.00049,359.775,0.471322,0.15708,-0.00943209,-3.00051,359.865
29.99,-0.00471239,-3,359.91,-0.00943209,-3.00051,359.865,0.471322,0.15708,-0.00471889,-3.00052,359.955
30,8.89404e-13,-3,360,-0.00471889,-3.00052,359.955,0.471322,0.15708,-5.67087e-06,-3.00053,360.045
30.01,0.00471239,-3,360.09,-5.67087e-06,-3.00053,360.045,0.471322,0.15708,0.00470754,-3.00052,360.135
30.02,0.00942476,-2.99999,360.18,0.00470754,-3.00052,360.135,0.471322,0.15708,0.00942075,-3.00051,360.225
30.03,0.0141371,-2.99997,360.27,0.00942075,-3.00051,360.225,0.471322,0.15708,0.0141339,-3.00049,360.315
30.04,0.0188494,-2.99994,360.36,0.0141339,-3.00049,360.315,0.471322,0.15708,0.0188471,-3.00047,360.405
30.05,0.0235617,-2.99991,360.45,0.0188471,-3.00047,360.405,0.471322,0.15708,0.0235602,-3.00043,360.495
30.06,0.0282739,-2.99987,360.54,0.0235602,-3.00043,360.495,0.471322,0.15708,0.0282732,-3.00039,360.585
30.07,0.0329861,-2.99982,360.63,0.0282732,-3.00039,360.585,0.471322,0.15708,0.0329862,-3.00035,360.675
30.08,0.0376981,-2.99976,360.72,0.0329862,-3.00035,360.675,0.471322,0.15708,0.0376991,-3.00029,360.765
30.09,0.0424101,-2.9997,360.81,0.0376991,-3.00029,360.765,0.471322,0.15708,0.0424119,-3.00023,360.855
30.1,0.047122,-2.99963,360.9,0.0424119,-3.00023,360.855,0.471322,0.15708,0.0471246,-3.00016,360.945
30.11,0.0518337,-2.99955,360.99,0.0471246,-3.00016,360.945,0.471322,0.15708,0.0518371,-3.00008,361.035
30.12,0.0565453,-2.99947,361.08,0.0518371,-3.00008,361.035,0.471322,0.15708,0.0565496,-2.99999,361.125
30.13,0.0612568,-2.99937,361.17,0.0565496,-2.99999,361.125,0.471322,0.15708,0.0612619,-2.9999,361.215
30.14,0.0659681,-2.99927,361.26,0.0612619,-2.9999,361.215,0.471322,0.15708,0.065974,-2.9998,361.305
30.15,0.0706793,-2.99917,361.35,0.065974,-2.9998,361.305,0.471322,0.15708,0.070686,-2.99969,361.395
30.16,0.0753903,-2.99905,361.44,0.070686,-2.99969,361.395,0.471322,0.15708,0.0753979,-2.99958,361.485
30.17,0.0801011,-2.99893,361.53,0.0753979,-2.99958,361.485,0.471322,0.15708,0.0801095,-2.99946,361.575
30.18,0.0848117,-2.9988,361.62,0.0801095,-2.99946,361.575,0.471322,0.15708,0.0848209,-2.99933,361.665
30.19,0.0895221,-2.99866,361.71,0.0848209,-2.99933,361.665,0.471322,0.15708,0.0895322,-2.99919,361.755
30.2,0.0942323,-2.99852,361.8,0.0895322,-2.99919,361.755,0.471322,0.15708,0.0942432,-2.99905,361.845
30.21,0.0989422,-2.99837,361.89,0.0942432,-2.99905,361.845,0.471322,0.15708,0.0989539,-2.99889,361.935
30.22,0.103652,-2.99821,361.98,0.0989539,-2.99889,361.935,0.471322,0.15708,0.103664,-2.99874,362.025
30.23,0.108361,-2.99804,362.07,0.103664,-2.99874,362.025,0.471322,0.15708,0.108375,-2.99857,362.115
30.24,0.113071,-2.99787,362.16,0.108375,-2.99857,362.115,0.471322,0.15708,0.113085,-2.9984,362.205
30.25,0.117779,-2.99769,362.25,0.113085,-2.9984,362.205,0.471322,0.15708,0.117794,-2.99821,362.295
30.26,0.122488,-2.9975,362.34,0.117794,-2.99821,362.295,0.471322,0.15708,0.122504,-2.99803,362.385
30.27,0.127196,-2.9973,362.43,0.122504,-2.99803,362.385,0.471322,0.15708,0.127213,-2.99783,362.475
30.28,0.131904,-2.9971,362.52,0.127213,-2.99783,362.475,0.471322,0.15708,0.131922,-2.99763,362.565
30.29,0.136612,-2.99689,362.61,0.131922,-2.99763,362.565,0.471322,0.15708,0.13663,-2.99741,362.655
30.3,0.141319,-2.99667,362.7,0.13663,-2.99741,362.655,0.471322,0.15708,0.141339,-2.9972,362.745
30.31,0.146026,-2.99644,362.79,0.141339,-2.9972,362.745,0.471322,0.15708,0.146046,-2.99697,362.835
30.32,0.150733,-2.99621,362.88,0.146046,-2.99697,362.835,0.471322,0.15708,0.150754,-2.99674,362.925
30.33,0.155439,-2.99597,362.97,0.150754,-2.99674,362.925,0.471322,0.15708,0.155461,-2.9965,363.015
30.34,0.160145,-2.99572,363.06,0.155461,-2.9965,363.015,0.471322,0.15708,0.160168,-2.99625,363.105
30.35,0.164851,-2.99547,363.15,0.160168,-2.99625,363.105,0.471322,0.15708,0.164874,-2.99599,363.195
30.36,0.169556,-2.9952,363.24,0.164874,-2.99599,363.195,0.471322,0.15708,0.16958,-2.99573,363.285
30.37,0.17426,-2.99493,363.33,0.16958,-2.99573,363.285,0.471322,0.15708,0.174285,-2.99546,363.375
30.38,0.178964,-2.99466,363.42,0.174285,-2.99546,363.375,0.471322,0.15708,0.17899,-2.99518,363.465
30.39,0.183668,-2.99437,363.51,0.17899,-2.99518,363.465,0.471322,0.15708,0.183695,-2.9949,363.555
30.4,0.188372,-2.99408,363.6,0.183695,-2.9949,363.555,0.471322,0.15708,0.188399,-2.99461,363.645
30.41,0.193074,-2.99378,363.69,0.188399,-2.99461,363.645,0.471322,0.15708,0.193103,-2.99431,363.735
30.42,0.197777,-2.99347,363.78,0.193103,-2.99431,363.735,0.471322,0.15708,0.197806,-2.994,363.825
30.43,0.202479,-2.99316,363.87,0.197806,-2.994,363.825,0.471322,0.15708,0.202509,-2.99369,363.915
30.44,0.20718,-2.99284,363.96,0.202509,-2.99369,363.915,0.471322,0.15708,0.207211,-2.99336,364.005
30.45,0.211881,-2.99251,364.05,0.207211,-2.99336,364.005,0.471322,0.15708,0.211913,-2.99303,364.095
30.46,0.216581,-2.99217,364.14,0.211913,-2.99303,364.095,0.471322,0.15708,0.216614,-2.9927,364.185
30.47,0.221281,-2.99183,364.23,0.216614,-2.9927,364.185,0.471322,0.15708,0.221314,-2.99235,364.275
30.48,0.22598,-2.99148,364.32,0.221314,-2.99235,364.275,0.471322,0.15708,0.226014,-2.992,364.365
30.49,0.230679,-2.99112,364.41,0.226014,-2.992,364.365,0.471322,0.15708,0.230714,-2.99164,364.455
30.5,0.235377,-2.99075,364.5,0.230714,-2.99164,364.455,0.471322,0.15708,0.235413,-2.99128,364.545
30.51,0.240075,-2.99038,364.59,0.235413,-2.99128,364.545,0.471322,0.15708,0.240111,-2.9909,364.635
30.52,0.244772,-2.99,364.68,0.240111,-2.9909,364.635,0.471322,0.15708,0.244809,-2.99052,364.725
30.53,0.249468,-2.98961,364.77,0.244809,-2.99052,364.725,0.471322,0.15708,0.249506,-2.99014,364.815
30.54,0.254164,-2.98921,364.86,0.249506,-2.99014,364.815,0.471322,0.15708,0.254203,-2.98974,364.905
30.55,0.258859,-2.98881,364.95,0.254203,-2.98974,364.905,0.471322,0.15708,0.258899,-2.98934,364.995
30.56,0.263554,-2.9884,365.04,0.258899,-2.98934,364.995,0.471322,0.15708,0.263594,-2.98893,365.085
30.57,0.268247,-2.98798,365.13,0.263594,-2.98893,365.085,0.471322,0.15708,0.268289,-2.98851,365.175
30.58,0.272941,-2.98756,365.22,0.268289,-2.98851,365.175,0.471322,0.15708,0.272983,-2.98808,365.265
30.59,0.277633,-2.98713,365.31,0.272983,-2.98808,365.265,0.471322,0.15708,0.277676,-2.98765,365.355
30.6,0.282325,-2.98669,365.4,0.277676,-2.98765,365.355,0.471322,0.15708,0.282369,-2.98721,365.445
30.61,0.287016,-2.98624,365.49,0.282369,-2.98721,365.445,0.471322,0.15708,0.287061,-2.98676,365.535
30.62,0.291706,-2.98578,365.58,0.287061,-2.98676,365.535,0.471322,0.15708,0.291752,-2.98631,365.625
30.63,0.296396,-2.98532,365.67,0.291752,-2.98631,365.625,0.471322,0.15708,0.296443,-2.98585,365.715
30.64,0.301085,-2.98485,365.76,0.296443,-2.98585,365.715,0.471322,0.15708,0.301132,-2.98538,365.805
30.65,0.305773,-2.98438,365.85,0.301132,-2.98538,365.805,0.471322,0.15708,0.305821,-2.9849,365.895
30.66,0.310461,-2.98389,365.94,0.305821,-2.9849,365.895,0.471322,0.15708,0.31051,-2.98442,365.985
30.67,0.315148,-2.9834,366.03,0.31051,-2.98442,365.985,0.471322,0.15708,0.315197,-2.98393,366.075
30.68,0.319833,-2.9829,366.12,0.315197,-2.98393,366.075,0.471322,0.15708,0.319884,-2.98343,366.165
30.69,0.324519,-2.9824,366.21,0.319884,-2.98343,366.165,0.471322,0.15708,0.32457,-2.98292,366.255
30.7,0.329203,-2.98188,366.3,0.32457,-2.98292,366.255,0.471322,0.15708,0.329255,-2.98241,366.345
30.71,0.333886,-2.98136,366.39,0.329255,-2.98241,366.345,0.471322,0.15708,0.333939,-2.98189,366.435
30.72,0.338569,-2.98083,366.48,0.333939,-2.98189,366.435,0.471322,0.15708,0.338623,-2.98136,366.525
30.73,0.343251,-2.9803,366.57,0.338623,-2.98136,366.525,0.471322,0.15708,0.343306,-2.98082,366.615
30.74,0.347932,-2.97976,366.66,0.343306,-2.98082,366.615,0.471322,0.15708,0.347988,-2.98028,366.705
30.75,0.352612,-2.97921,366.75,0.347988,-2.98028,366.705,0.471322,0.15708,0.352668,-2.97973,366.795
30.76,0.357291,-2.97865,366.84,0.352668,-2.97973,366.795,0.471322,0.15708,0.357349,-2.97917,366.885
30.77,0.36197,-2.97808,366.93,0.357349,-2.97917,366.885,0.471322,0.15708,0.362028,-2.97861,366.975
30.78,0.366647,-2.97751,367.02,0.362028,-2.97861,366.975,0.471322,0.15708,0.366706,-2.97803,367.065
30.79,0.371324,-2.97693,367.11,0.366706,-2.97803,367.065,0.471322,0.15708,0.371384,-2.97745,367.155
30.8,0.376,-2.97634,367.2,0.371384,-2.97745,367.155,0.471322,0.15708,0.37606,-2.97687,367.245
30.81,0.380674,-2.97575,367.29,0.37606,-2.97687,367.245,0.471322,0.15708,0.380736,-2.97627,367.335
30.82,0.385348,-2.97515,367.38,0.380736,-2.97627,367.335,0.471322,0.15708,0.38541,-2.97567,367.425
30.83,0.390021,-2.97454,367.47,0.38541,-2.97567,367.425,0.471322,0.15708,0.390084,-2.97506,367.515
30.84,0.394693,-2.97392,367.56,0.390084,-2.97506,367.515,0.471322,0.15708,0.394757,-2.97445,367.605
30.85,0.399364,-2.9733,367.65,0.394757,-2.97445,367.605,0.471322,0.15708,0.399429,-2.97382,367.695
30.86,0.404034,-2.97267,367.74,0.399429,-2.97382,367.695,0.471322,0.15708,0.404099,-2.97319,367.785
30.87,0.408703,-2.97203,367.83,0.404099,-2.97319,367.785,0.471322,0.15708,0.408769,-2.97255,367.875
30.88,0.413371,-2.97138,367.92,0.408769,-2.97255,367.875,0.471322,0.15708,0.413438,-2.97191,367.965
30.89,0.418038,-2.97073,368.01,0.413438,-2.97191,367.965,0.471322,0.15708,0.418106,-2.97125,368.055
30.9,0.422704,-2.97007,368.1,0.418106,-2.97125,368.055,0.471322,0.15708,0.422772,-2.97059,368.145
30.91,0.427369,-2.9694,368.19,0.422772,-2.97059,368.145,0.471322,0.15708,0.427438,-2.96993,368.235
30.92,0.432032,-2.96873,368.28,0.427438,-2.96993,368.235,0.471322,0.15708,0.432103,-2.96925,368.325
30.93,0.436695,-2.96805,368.37,0.432103,-2.96925,368.325,0.471322,0.15708,0.436766,-2.96857,368.415
30.94,0.441357,-2.96736,368.46,0.436766,-2.96857,368.415,0.471322,0.15708,0.441429,-2.96788,368.505
30.95,0.446017,-2.96666,368.55,0.441429,-2.96788,368.505,0.471322,0.15708,0.44609,-2.96718,368.595
30.96,0.450677,-2.96596,368.64,0.44609,-2.96718,368.595,0.471322,0.15708,0.45075,-2.96648,368.685
30.97,0.455335,-2.96524,368.73,0.45075,-2.96648,368.685,0.471322,0.15708,0.455409,-2.96577,368.775
30.98,0.459992,-2.96452,368.82,0.455409,-2.96577,368.775,0.471322,0.15708,0.460068,-2.96505,368.865
30.99,0.464648,-2.9638,368.91,0.460068,-2.96505,368.865,0.471322,0.15708,0.464724,-2.96432,368.955
31,0.469303,-2.96307,369,0.464724,-2.96432,368.955,0.471322,0.15708,0.46938,-2.96359,369.045
31.01,0.473957,-2.96232,369.09,0.46938,-2.96359,369.045,0.471322,0.15708,0.474035,-2.96285,369.135
31.02,0.47861,-2.96158,369.18,0.474035,-2.96285,369.135,0.471322,0.15708,0.478688,-2.9621,369.225
31.03,0.483261,-2.96082,369.27,0.478688,-2.9621,369.225,0.471322,0.15708,0.483341,-2.96134,369.315
31.04,0.487911,-2.96006,369.36,0.483341,-2.96134,369.315,0.471322,0.15708,0.487992,-2.96058,369.405
31.05,0.492561,-2.95929,369.45,0.487992,-2.96058,369.405,0.471322,0.15708,0.492641,-2.95981,369.495
31.06,0.497208,-2.95851,369.54,0.492641,-2.95981,369.495,0.471322,0.15708,0.49729,-2.95903,369.585
31.07,0.501855,-2.95773,369.63,0.49729,-2.95903,369.585,0.471322,0.15708,0.501938,-2.95825,369.675
31.08,0.5065,-2.95693,369.72,0.501938,-2.95825,369.675,0.471322,0.15708,0.506584,-2.95745,369.765
31.09,0.511144,-2.95613,369.81,0.506584,-2.95745,369.765,0.471322,0.15708,0.511229,-2.95665,369.855
31.1,0.515787,-2.95533,369.9,0.511229,-2.95665,369.855,0.471322,0.15708,0.515872,-2.95585,369.945
